BGP table version is 0, local router ID is 100.100.174.206
Status codes: s suppressed, d damped, h history, * valid, > best, i - internal,
              r RIB-failure, S Stale, R Removed
Origin codes: i - IGP, e - EGP, ? - incomplete

   Network          Next Hop            Metric LocPrf Weight Path
*> 10.54.13.128/30  100.100.243.130                        0 65084 64601 64621 64698 i
*> 10.54.13.132/30  100.100.243.130                        0 65084 64601 64621 64698 i
*> 10.54.13.144/28  100.100.243.130                        0 65084 64601 64621 64698 i
*> 10.54.13.144/30  100.100.243.130                        0 65084 64601 64621 64698 i
*> 10.54.13.148/30  100.100.243.130                        0 65084 64601 64621 64698 i
*> 10.54.32.0/19    100.100.243.130                        0 65084 64726 64661 ?
*> 10.54.64.0/21    100.100.243.130                        0 65084 64601 64620 i
*> 10.54.72.0/22    100.100.243.130                        0 65084 64601 64620 i
*> 10.54.98.0/23    100.100.243.130                        0 65084 64601 i
*> 10.54.100.0/22   100.100.243.130                        0 65084 64601 i
*> 10.54.104.0/23   100.100.243.130                        0 65084 64601 i
*> 10.54.126.0/23   100.100.243.130                        0 65084 64601 64620 i
*> 10.54.128.0/17   100.100.243.130                        0 65084 64601 i
*> 10.55.0.0/18     100.100.243.130                        0 65084 64601 i
*> 10.55.64.0/18    100.100.243.130                        0 65084 64601 i
*> 10.55.128.0/18   100.100.243.130                        0 65084 64601 i
*> 10.55.192.0/19   100.100.243.130                        0 65084 64726 64661 ?
*> 10.55.224.0/20   100.100.243.130                        0 65084 64726 64661 ?
*> 10.55.240.0/20   100.100.243.130                        0 65084 64726 64661 ?
*> 10.64.56.0/21    100.100.243.130                        0 65084 64601 64641 i
*> 10.64.72.0/21    100.100.243.130                        0 65084 64601 64641 i
*> 10.64.88.0/21    100.100.243.130                        0 65084 64693 64694 ?
*> 10.69.104.0/21   100.100.243.130                        0 65084 64693 65091 64522 ?
*> 10.70.0.0/15     100.100.243.130                        0 65084 64601 i
*> 10.70.0.0/17     100.100.243.130                        0 65084 64601 64628 i
*> 10.70.128.0/17   100.100.243.130                        0 65084 64601 i
*> 10.71.0.0/17     100.100.243.130                        0 65084 64601 64628 i
*> 10.71.128.0/17   100.100.243.130                        0 65084 64601 64628 i
*> 10.72.0.0/15     100.100.243.130                        0 65084 64601 i
*> 10.72.0.0/17     100.100.243.130                        0 65084 64601 64628 i
*> 10.72.128.0/17   100.100.243.130                        0 65084 64601 i
*> 10.73.0.0/17     100.100.243.130                        0 65084 64601 64628 i
*> 10.73.128.0/17   100.100.243.130                        0 65084 64601 64628 i
*> 10.74.0.0/15     100.100.243.130                        0 65084 64601 i
*> 10.74.0.0/17     100.100.243.130                        0 65084 64601 64620 i
*> 10.74.128.0/17   100.100.243.130                        0 65084 64601 64620 i
*> 10.75.0.0/17     100.100.243.130                        0 65084 64601 64620 i
*> 10.75.128.0/17   100.100.243.130                        0 65084 64601 64620 i
*> 10.87.64.0/19    100.100.243.130                        0 65084 64601 i
*> 10.87.64.0/21    100.100.243.130                        0 65084 64601 64628 i
*> 10.87.72.0/22    100.100.243.130                        0 65084 64601 64628 i
*> 10.87.76.0/23    100.100.243.130                        0 65084 64601 64628 i
*> 10.87.78.0/24    100.100.243.130                        0 65084 64601 64628 i
*> 10.87.128.0/19   100.100.243.130                        0 65084 64601 i
*> 10.87.160.0/19   100.100.243.130                        0 65084 64601 i
*> 10.87.192.0/19   100.100.243.130                        0 65084 64601 i
*> 10.88.0.0/14     100.100.243.130                        0 65084 64649 7224 i
*> 10.94.0.0/18     100.100.243.130                        0 65084 64601 64621 i
*> 10.94.64.0/19    100.100.243.130                        0 65084 64601 64621 i
*> 10.94.96.0/21    100.100.243.130                        0 65084 64601 64621 i
*> 10.94.124.0/22   100.100.243.130                        0 65084 64601 64621 i
*> 10.94.128.0/18   100.100.243.130                        0 65084 64601 64621 i
*> 10.94.192.0/19   100.100.243.130                        0 65084 64601 64621 i
*> 10.94.252.0/22   100.100.243.130                        0 65084 64601 64621 i
*> 10.95.0.0/19     100.100.243.130                        0 65084 64601 64621 i
*> 10.95.32.0/20    100.100.243.130                        0 65084 64601 64621 i
*> 10.95.48.0/22    100.100.243.130                        0 65084 64601 64621 i
*> 10.95.52.0/22    100.100.243.130                        0 65084 64601 64621 i
*> 10.95.60.0/22    100.100.243.130                        0 65084 64601 64621 i
*> 10.95.64.0/21    100.100.243.130                        0 65084 64601 ?
*> 10.95.72.0/21    100.100.243.130                        0 65084 64601 64621 64698 i
*> 10.95.80.0/20    100.100.243.130                        0 65084 64726 64661 ?
*> 10.95.96.0/19    100.100.243.130                        0 65084 64726 64661 ?
*> 10.95.128.0/17   100.100.243.130                        0 65084 64726 64661 ?
*> 10.96.128.0/18   100.100.243.130                        0 65084 64601 64613 i
*> 10.96.208.0/21   100.100.243.130                        0 65084 64693 65091 64522 ?
*> 10.98.8.0/21     100.100.243.130                        0 65084 64649 7224 i
*> 10.100.72.0/21   100.100.243.130                        0 65084 64601 64644 i
*> 10.100.88.0/21   100.100.243.130                        0 65084 64601 64644 i
*> 10.101.0.0/18    100.100.243.130                        0 65084 64727 65087 64717 ?
*> 10.101.64.0/18   100.100.243.130                        0 65084 64727 65087 64717 ?
*> 10.101.128.0/18  100.100.243.130                        0 65084 64727 65087 64717 ?
*> 10.101.192.0/21  100.100.243.130                        0 65084 64727 65087 64717 ?
*> 10.101.200.0/21  100.100.243.130                        0 65084 64727 65087 64717 ?
*> 10.101.208.0/21  100.100.243.130                        0 65084 64727 65087 64717 ?
*> 10.101.216.0/21  100.100.243.130                        0 65084 64727 65087 64717 ?
*> 10.101.224.0/21  100.100.243.130                        0 65084 64727 65087 64717 ?
*> 10.101.232.0/21  100.100.243.130                        0 65084 64727 65087 64717 ?
*> 10.101.240.0/26  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.240.64/26 100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.240.128/26
                    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.240.192/26
                    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.241.0/26  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.241.64/26 100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.241.128/26
                    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.241.192/26
                    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.242.0/26  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.242.64/26 100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.242.128/26
                    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.242.192/26
                    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.243.0/26  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.243.64/26 100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.243.128/26
                    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.243.192/26
                    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.244.0/26  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.244.64/26 100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.244.128/26
                    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.244.192/26
                    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.245.0/26  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.245.64/26 100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.245.128/26
                    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.245.192/26
                    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.246.0/26  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.246.64/26 100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.246.128/26
                    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.246.192/26
                    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.247.0/26  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.247.64/26 100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.247.128/26
                    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.101.247.192/26
                    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.103.0.0/18    100.100.243.130                        0 65084 64693 65091 64522 ?
*> 10.103.64.0/18   100.100.243.130                        0 65084 64693 65091 64522 ?
*> 10.103.176.0/21  100.100.243.130                        0 65084 64601 64644 i
*> 10.108.0.0/15    100.100.243.130                        0 65084 64601 i
*> 10.108.0.0/17    100.100.243.130                        0 65084 64601 i
*> 10.108.128.0/17  100.100.243.130                        0 65084 64601 64620 i
*> 10.109.0.0/17    100.100.243.130                        0 65084 64601 i
*> 10.109.128.0/17  100.100.243.130                        0 65084 64601 64620 i
*> 10.110.0.0/18    100.100.243.130                        0 65084 64727 65083 64730 ?
*> 10.112.1.0/24    100.100.243.130                        0 65084 64601 65063 64692 i
*> 10.112.9.0/24    100.100.243.130                        0 65084 64601 65061 64692 i
*> 10.112.10.0/24   100.100.243.130                        0 65084 64601 65062 64692 i
*> 10.114.66.0/23   100.100.243.130                        0 65084 64649 7224 i
*> 10.114.76.0/25   100.100.243.130                        0 65084 64601 65062 16509 i
*> 10.114.76.128/25 100.100.243.130                        0 65084 64601 65063 16509 i
*> 10.114.77.0/25   100.100.243.130                        0 65084 64601 65064 16509 i
*> 10.114.77.128/25 100.100.243.130                        0 65084 64601 65061 16509 i
*> 10.114.78.0/27   100.100.243.130                        0 65084 64601 65063 16509 i
*> 10.114.78.32/27  100.100.243.130                        0 65084 64601 65064 16509 i
*> 10.114.78.64/27  100.100.243.130                        0 65084 64601 65062 16509 i
*> 10.114.78.96/27  100.100.243.130                        0 65084 64601 65061 16509 i
*> 10.114.78.128/27 100.100.243.130                        0 65084 64601 65062 16509 i
*> 10.114.78.160/27 100.100.243.130                        0 65084 64601 65065 16509 i
*> 10.114.79.0/25   100.100.243.130                        0 65084 64601 65062 16509 i
*> 10.114.79.128/25 100.100.243.130                        0 65084 64601 65065 16509 i
*> 10.116.0.0/15    100.100.243.130                        0 65084 64601 i
*> 10.116.0.0/20    100.100.243.130                        0 65084 64601 64620 i
*> 10.116.16.0/21   100.100.243.130                        0 65084 64601 64620 i
*> 10.116.24.0/22   100.100.243.130                        0 65084 64601 64620 i
*> 10.116.28.0/23   100.100.243.130                        0 65084 64601 64620 i
*> 10.116.30.0/24   100.100.243.130                        0 65084 64601 64620 i
*> 10.116.39.0/24   100.100.243.130                        0 65084 64601 64620 i
*> 10.116.40.0/21   100.100.243.130                        0 65084 64601 64620 i
*> 10.116.48.0/20   100.100.243.130                        0 65084 64601 64620 i
*> 10.116.64.0/18   100.100.243.130                        0 65084 64601 64620 i
*> 10.116.128.0/17  100.100.243.130                        0 65084 64601 64620 i
*> 10.117.0.0/17    100.100.243.130                        0 65084 64601 64620 i
*> 10.117.128.0/17  100.100.243.130                        0 65084 64601 64620 i
*> 10.118.0.0/15    100.100.243.130                        0 65084 64601 i
*> 10.118.0.0/17    100.100.243.130                        0 65084 64601 i
*> 10.118.128.0/17  100.100.243.130                        0 65084 64601 i
*> 10.119.0.0/17    100.100.243.130                        0 65084 64601 i
*> 10.119.128.0/17  100.100.243.130                        0 65084 64601 i
*> 10.124.10.0/23   100.100.243.130                        0 65084 64601 64613 i
*> 10.124.12.0/22   100.100.243.130                        0 65084 64601 64613 i
*> 10.124.24.0/21   100.100.243.130                        0 65084 64601 64613 i
*> 10.124.32.0/19   100.100.243.130                        0 65084 64601 64613 i
